Department,Course Number,Course Name,Term,Liberal Arts Requirements,Class Period,Professor,Description
PE,121.0,"Fencing, Beginning",Spring 2020,PER,Unable to determine class period,Staff,[under construction]
PE,123.0,AfroFit,Spring 2020,PER,Unable to determine class period,Staff,[under construction]
PE,124.0,Fitness for the Athlete,Spring 2020,PER,4/5c,Jocelyn B Keller,[under construction]
PE,125.0,Folk Dance,Spring 2020,PER,Unable to determine class period,Staff,[under construction]
PE,128.0,"Frisbee, Advanced Ultimate",Spring 2020,PER,3a,Staff,[under construction]
PE,129.0,"Golf, Beginning",Spring 2020,PER,3a,Tom Journell,[under construction]
PE,130.0,Advanced Golf,Spring 2020,PER,Unable to determine class period,Guy A Kalland,[under construction]
PE,142.0,Karate,Spring 2020,PER,Unable to determine class period,Aaron J Chaput,[under construction]
PE,146.0,Lifeguarding,Spring 2020,PER,4/5c,Andy Clark,[under construction]
PE,147.0,Moving Anatomy,Spring 2020,PER,4a,Jane  Shockley,[under construction]
PE,148.0,Modern Dance I,Spring 2020,PER,Unable to determine class period,Daphne L McCoy,[under construction]
PE,149.0,Modern Dance II,Spring 2020,PER,Unable to determine class period,Daphne L McCoy,[under construction]
PE,152.0,"Lindy Hop, Beginning",Spring 2020,PER,Unable to determine class period,Staff,[under construction]
PE,153.0,Outdoor Skills-Adventure,Spring 2020,PER,Unable to determine class period,Jocelyn B Keller,[under construction]
PE,158.01,Rock Climbing,Spring 2020,PER,5a,"Staff', 'Amy  Erickson",[under construction]
PE,158.02,Rock Climbing,Spring 2020,PER,5/6c,"Staff', 'Amy  Erickson",[under construction]
PE,158.03,Rock Climbing,Spring 2020,PER,6a,"Staff', 'Amy  Erickson",[under construction]
PE,159.0,Scuba,Spring 2020,PER,Unable to determine class period,John E Campion,[under construction]
PE,161.0,Self Defense for Women,Spring 2020,PER,Unable to determine class period,Mary  Brandl,[under construction]
PE,167.0,Social Dance I,Spring 2020,PER,Unable to determine class period,Staff,[under construction]
PE,168.0,Social Dance II,Spring 2020,PER,Unable to determine class period,Staff,[under construction]
PE,171.0,Step Aerobics,Spring 2020,PER,Unable to determine class period,Russ Petricka,[under construction]
PE,172.01,"Swimming, Fitness",Spring 2020,PER,6a,Brooke M Plotz,[under construction]
PE,172.02,"Swimming, Fitness",Spring 2020,PER,5/6c,Brooke M Plotz,[under construction]
PE,173.0,"Swimming, Instructional",Spring 2020,PER,Unable to determine class period,Brooke M Plotz,[under construction]
PE,176.0,Intermediate West Coast Swing,Spring 2020,PER,Unable to determine class period,Staff,[under construction]
PE,178.0,Tae Kwon Do,Spring 2020,PER,Unable to determine class period,Staff,[under construction]
PE,188.0,Triathlon Training,Spring 2020,PER,5a,Andy Clark,[under construction]
PE,190.01,"Volleyball, Co-ed",Spring 2020,PER,4/5c,Cassie M Kosiba,[under construction]
PE,190.02,"Volleyball, Co-ed-Intermediate",Spring 2020,PER,Unable to determine class period,Jacki Smith,[under construction]
PE,194.0,"Weight Training, Beginning",Spring 2020,PER,2a,Robert  Barrett,[under construction]
PE,196.0,Weight Training for Women,Spring 2020,PER,Unable to determine class period,,[under construction]
PE,197.0,"Yoga, Beginning",Spring 2020,PER,Unable to determine class period,Kris Layman,[under construction]
PE,198.0,"Yoga, Continuing",Spring 2020,PER,Unable to determine class period,Kris Layman,[under construction]
PE,205.0,Badminton Club,Spring 2020,PER,Unable to determine class period,Aaron J Chaput,[under construction]
PE,210.0,"Baseball Intercollegiate, Men",Spring 2020,PER,Unable to determine class period,Aaron D Rushing,[under construction]
PE,219.0,Cycling Club,Spring 2020,,Unable to determine class period,Aaron J Chaput,[under construction]
PE,227.0,"Ultimate Frisbee Club, CUT and GOP",Spring 2020,,Unable to determine class period,Aaron J Chaput,[under construction]
PE,228.0,"Ultimate Frisbee Club, Syzygy and Eclipse",Spring 2020,,Unable to determine class period,Aaron J Chaput,[under construction]
PE,244.0,"Lacrosse Club, Men",Spring 2020,PER,Unable to determine class period,Aaron J Chaput,[under construction]
PE,258.0,"Rugby Club, Men",Spring 2020,PER,Unable to determine class period,Aaron J Chaput,[under construction]
PE,259.0,"Rugby Club, Women",Spring 2020,PER,Unable to determine class period,Aaron J Chaput,[under construction]
PE,271.0,"Softball Intercollegiate, Women",Spring 2020,PER,Unable to determine class period,Amy  Erickson,[under construction]
PE,282.0,"Tennis Intercollegiate, Men",Spring 2020,PER,Unable to determine class period,Stephan G Zweifel,[under construction]
PE,283.0,"Tennis Intercollegiate, Women",Spring 2020,PER,Unable to determine class period,Luciano H Battaglini,[under construction]
PE,284.0,Tennis Club,Spring 2020,PER,Unable to determine class period,Aaron J Chaput,[under construction]
PE,288.0,"Track and Field/Outdoor Intercollegiate, Men",Spring 2020,PER,Unable to determine class period,Dave Ricks,[under construction]
PE,289.0,"Track and Field/Outdoor Intercollegiate, Women",Spring 2020,PER,Unable to determine class period,Donna  Ricks,[under construction]
PE,293.0,Water Polo Club,Spring 2020,PER,Unable to determine class period,Aaron J Chaput,[under construction]
PE,316.0,Principles of Athletic Training,Spring 2020,,2/3c,Chad W Alladin,[under construction]
PHYS,131.54,Introduction to Physics: Newtonian Mechanics & Lab,Fall 2019,"LAB, QRE",5a,Chris West,[under construction]
PHYS,131.57,Introduction to Physics: Newtonian Mechanics & Lab,Fall 2019,"LAB, QRE",5a,Chris West,[under construction]
PHYS,151.54,Introduction to Physics: Relativity and Particles & Lab,Fall 2019,"LAB, QRE",5a,Cindy Blaha,[under construction]
PHYS,152.52,Introduction to Physics: Environmental Physics & Lab,Fall 2019,"LAB, QRE",5a,Arjendu K Pattanayak,[under construction]
PHYS,228.52,Atomic and Nuclear Physics & Lab,Fall 2019,"LAB, QRE",2a,"Marty Baylor', 'Barry N Costanzi",[under construction]
PHYS,228.54,Atomic and Nuclear Physics & Lab,Fall 2019,"LAB, QRE",2a,Marty Baylor,[under construction]
PHYS,228.59,Atomic and Nuclear Physics & Lab,Fall 2019,"LAB, QRE",2a,"Marty Baylor', 'Barry N Costanzi",[under construction]
PHYS,238.0,Physics of Soft Matter,Fall 2019,,4a,Helen K Minsky,[under construction]
PHYS,341.0,Waves,Fall 2019,,2a,Barry N Costanzi,[under construction]
PHYS,346.0,Thermodynamics and Statistical Mechanics,Fall 2019,,3a,Arjendu K Pattanayak,[under construction]
PHYS,143.52,Physical Systems: Mechanics and Relativity & Lab,Winter 2020,"LAB, QRE",4a,Helen K Minsky,[under construction]
PHYS,144.54,Astrophysical Systems: Mechanics and Relativity & Lab,Winter 2020,"LAB, QRE",4a,"Ryan C Terrien', 'Arjendu K Pattanayak",[under construction]
PHYS,144.57,Astrophysical Systems: Mechanics and Relativity & Lab,Winter 2020,"LAB, QRE",4a,Ryan C Terrien,[under construction]
PHYS,165.52,"Introduction to Electricity, Magnetism, and Optics & Lab",Winter 2020,"LAB, QRE",2a,"Marty Baylor', 'Barry N Costanzi",[under construction]
PHYS,165.59,"Introduction to Electricity, Magnetism, and Optics & Lab",Winter 2020,"LAB, QRE",2a,"Marty Baylor', 'Chris West",[under construction]
PHYS,231.0,Analytical and Computational Mechanics,Winter 2020,QRE,5a,Jay D Tasson,[under construction]
PHYS,333.0,Survey of Particle and Nuclear Physics,Winter 2020,,3a,Chris West,[under construction]
PHYS,335.0,Quantum Mechanics,Winter 2020,,2a,Arjendu K Pattanayak,[under construction]
PHYS,343.54,Electronics & Lab,Winter 2020,"LAB, QRE",4a,Barry N Costanzi,[under construction]
PHYS,400.01,Integrative Exercise,Winter 2020,,1a,Marty Baylor,[under construction]
PHYS,400.02,Integrative Exercise,Winter 2020,,1a,Barry N Costanzi,[under construction]
PHYS,400.03,Integrative Exercise,Winter 2020,,1a,Jay D Tasson,[under construction]
PHYS,400.04,Integrative Exercise,Winter 2020,,1a,Melissa  Eblen-Zayas,[under construction]
PHYS,400.05,Integrative Exercise,Winter 2020,,1a,Arjendu K Pattanayak,[under construction]
PHYS,400.06,Integrative Exercise,Winter 2020,,Unable to determine class period,Cindy Blaha,[under construction]
PHYS,400.08,Integrative Exercise,Winter 2020,,1a,Helen K Minsky,[under construction]
PHYS,400.1,Integrative Exercise,Winter 2020,,1a,Ryan C Terrien,[under construction]
PHYS,123.0,What Physicists Do,Spring 2020,,Unable to determine class period,Marty Baylor,[under construction]
PHYS,143.59,Physical Systems: Mechanics and Relativity & Lab,Spring 2020,"LAB, QRE",1a,Chris West,[under construction]
PHYS,145.51,Mechanics and Waves & Lab,Spring 2020,"LAB, QRE",5a,Jay D Tasson,[under construction]
PHYS,145.54,Mechanics and Waves & Lab,Spring 2020,"LAB, QRE",5a,Jay D Tasson,[under construction]
PHYS,232.0,Astrophysics I,Spring 2020,QRE,4a,Cindy Blaha,[under construction]
PHYS,234.0,Computer Simulations in Complex Physical Systems,Spring 2020,"LAB, QRE",5a,Barry N Costanzi,[under construction]
PHYS,235.52,Electricity and Magnetism & Lab,Spring 2020,"LAB, QRE",3a,Helen K Minsky,[under construction]
PHYS,235.59,Electricity and Magnetism & Lab,Spring 2020,"LAB, QRE",3a,Helen K Minsky,[under construction]
PHYS,342.52,Contemporary Experimental Physics & Lab,Spring 2020,"LAB, QRE",2a,Ryan C Terrien,[under construction]
PHYS,342.54,Contemporary Experimental Physics & Lab,Spring 2020,"LAB, QRE",2a,"Ryan C Terrien', 'Barry N Costanzi",[under construction]
PHYS,342.59,Contemporary Experimental Physics & Lab,Spring 2020,"LAB, QRE",2a,"Barry N Costanzi', 'Ryan C Terrien', 'Marty Baylor",[under construction]
PHYS,352.0,Advanced Electricity and Magnetism,Spring 2020,,1a,Arjendu K Pattanayak,[under construction]
PHYS,400.01,Integrative Exercise,Spring 2020,,1a,Helen K Minsky,[under construction]
PHYS,400.02,Integrative Exercise,Spring 2020,,1a,Barry N Costanzi,[under construction]
PHYS,400.03,Integrative Exercise,Spring 2020,,1a,Jay D Tasson,[under construction]
PHYS,400.04,Integrative Exercise,Spring 2020,,1a,Melissa  Eblen-Zayas,[under construction]
PHYS,400.05,Integrative Exercise,Spring 2020,,1a,Arjendu K Pattanayak,[under construction]
PHYS,400.06,Integrative Exercise,Spring 2020,,1a,Marty Baylor,[under construction]
PHYS,400.08,Integrative Exercise,Spring 2020,,1a,Cindy Blaha,[under construction]
PHYS,400.09,Integrative Exercise,Spring 2020,,Unable to determine class period,Ryan C Terrien,[under construction]
POSC,100.0,Governing with the News,Fall 2019,"A&I, WRC, QRE",2/3c,Barbara  Allen,[under construction]
POSC,120.0,Democracy and Dictatorship,Fall 2019,"SOC, INS, WRC",1a,Kent  Freeze,[under construction]
POSC,122.0,Politics in America: Liberty and Equality,Fall 2019,"SOC, IDS, QRE",3a,Christina E Farhart,[under construction]
POSC,160.0,Political Philosophy,Fall 2019,"HUM, WRC",4/5c,Mihaela  Czobor-Lupp,[under construction]
POSC,170.0,International Relations and World Politics,Fall 2019,"SOC, INS, QRE",2a,Summer N Forester,[under construction]
POSC,205.0,News Media and Democratic Electoral Processes,Fall 2019,"SOC, QRE, IDS",4/5c,Barbara  Allen,[under construction]
POSC,209.0,Money and Politics,Fall 2019,"SOC, QRE, IDS",2/3c,Melanie  Freeze,[under construction]
POSC,223.0,Lab in Electoral Politics,Fall 2019,"SOC, IDS, QRE",5/6c,Barbara  Allen,[under construction]
POSC,230.0,Methods of Political Research,Fall 2019,"SOC, WRC, QRE",1/2c,Melanie  Freeze,[under construction]
POSC,247.0,Comparative Nationalism,Fall 2019,"SOC, INS",2/3c,Dev Gupta,[under construction]
POSC,250.0,Ancient Political Philosophy: Plato's,Fall 2019,HUM,4/5c,Laurence D Cooper,[under construction]
POSC,255.0,Post-Modern Political Thought,Fall 2019,HUM,2/3c,Mihaela  Czobor-Lupp,[under construction]
POSC,264.0,Politics of Contemporary China,Fall 2019,"SOC, INS",2a,Kent  Freeze,[under construction]
POSC,272.0,Constitutional Law II,Fall 2019,SOC,3a,Kimberly K Smith,[under construction]
POSC,273.0,Race and Politics in the U.S.,Fall 2019,"SOC, IDS",5a,Christina E Farhart,[under construction]
POSC,280.0,Feminist Security Studies,Fall 2019,"SOC, WRC, INS",4a,Summer N Forester,[under construction]
POSC,305.0,News Media and Democratic Electoral Processes*,Fall 2019,"SOC, QRE, IDS",4/5c,Barbara  Allen,[under construction]
POSC,336.0,Global Populist Politics*,Fall 2019,"SOC, INS",4/5c,Dev Gupta,[under construction]
POSC,350.0,Ancient Political Philosophy: Plato's Republic*,Fall 2019,HUM,4/5c,Laurence D Cooper,[under construction]
POSC,361.0,Approaches to Development*,Fall 2019,"SOC, WRC, QRE",5a,Tun  Myint,[under construction]
POSC,400.01,Integrative Exercise,Fall 2019,,Unable to determine class period,Christina E Farhart,[under construction]
POSC,400.05,Integrative Exercise,Fall 2019,,Unable to determine class period,Tun  Myint,[under construction]
POSC,400.06,Integrative Exercise,Fall 2019,,Unable to determine class period,Barbara  Allen,[under construction]
POSC,400.08,Integrative Exercise,Fall 2019,,Unable to determine class period,Laurence D Cooper,[under construction]
POSC,400.11,Integrative Exercise,Fall 2019,,Unable to determine class period,Dev Gupta,[under construction]
POSC,400.13,Integrative Exercise,Fall 2019,,Unable to determine class period,Mihaela  Czobor-Lupp,[under construction]
POSC,400.14,Integrative Exercise,Fall 2019,,Unable to determine class period,Kent  Freeze,[under construction]
POSC,120.0,Democracy and Dictatorship,Winter 2020,"SOC, INS, WRC",4a,Eric S Mosinger,[under construction]
POSC,122.0,Politics in America: Liberty and Equality,Winter 2020,"SOC, IDS, QRE",3a,Christina E Farhart,[under construction]
POSC,160.0,Political Philosophy,Winter 2020,"HUM, WRC",2/3c,Laurence D Cooper,[under construction]
POSC,170.0,International Relations and World Politics,Winter 2020,"SOC, INS, QRE",2a,Summer N Forester,[under construction]
POSC,212.0,Environmental Justice,Winter 2020,"SOC, QRE, IDS",5a,Kimberly K Smith,[under construction]
POSC,230.0,Methods of Political Research,Winter 2020,"SOC, WRC, QRE",1/2c,Kent  Freeze,[under construction]
POSC,238.07,Sport & Globalization London/Seville Pgm: Globalization and Development: Lessons from Int'l Football,Winter 2020,,Unable to determine class period,Bob Carlson,[under construction]
POSC,239.0,The Poor and the Powerless,Winter 2020,"SOC, INS",2/3c,Charisse E Burden-Stelly,[under construction]
POSC,241.0,Ethnic Conflict,Winter 2020,"SOC, INS",4/5c,Dev Gupta,[under construction]
POSC,242.0,Middle East Politics,Winter 2020,"SOC, INS, WRC",4a,Summer N Forester,[under construction]
POSC,259.0,Justice Among Nations,Winter 2020,SOC,4/5c,Laurence D Cooper,[under construction]
POSC,265.0,Public Policy and Global Capitalism,Winter 2020,"SOC, QRE, INS",2a,Greg Marfleet,[under construction]
POSC,315.0,"Polarization, Parties, and Power*",Winter 2020,"SOC, WRC, QRE",4/5c,Melanie  Freeze,[under construction]
POSC,331.0,Cooperation and Conflict*,Winter 2020,"SOC, QRE, INS",5a,Greg Marfleet,[under construction]
POSC,345.0,Politics of Dictatorship*,Winter 2020,"SOC, INS",2/3c,Kent  Freeze,[under construction]
POSC,378.07,Political Economy & Ecology of Southeast Asia: Social Changes in Southeast Asia,Winter 2020,SOC,Unable to determine class period,Tun  Myint,[under construction]
POSC,379.07,Political Economy and Ecology of S.E. Asia: Diversity of Social Ecological Systems in Southeast Asia,Winter 2020,SOC,Unable to determine class period,Tun  Myint,[under construction]
POSC,392.07,Political Economy & Ecology of Southeast Asia: Field Research Experiences and Methods,Winter 2020,,Unable to determine class period,Tun  Myint,[under construction]
POSC,400.01,Integrative Exercise,Winter 2020,,Unable to determine class period,Christina E Farhart,[under construction]
POSC,400.08,Integrative Exercise,Winter 2020,,Unable to determine class period,Laurence D Cooper,[under construction]
POSC,400.11,Integrative Exercise,Winter 2020,,Unable to determine class period,Dev Gupta,[under construction]
POSC,400.12,Integrative Exercise,Winter 2020,,Unable to determine class period,Greg Marfleet,[under construction]
POSC,400.13,Integrative Exercise,Winter 2020,,Unable to determine class period,Mihaela  Czobor-Lupp,[under construction]
POSC,400.14,Integrative Exercise,Winter 2020,,Unable to determine class period,Kent  Freeze,[under construction]
POSC,400.15,Integrative Exercise,Winter 2020,,Unable to determine class period,Melanie  Freeze,[under construction]
POSC,120.0,Democracy and Dictatorship,Spring 2020,"SOC, INS, WRC",2a,Dev Gupta,[under construction]
POSC,122.0,Politics in America: Liberty and Equality,Spring 2020,"SOC, IDS, QRE",1a,Melanie  Freeze,[under construction]
POSC,160.0,Political Philosophy,Spring 2020,"HUM, WRC",4/5c,Mihaela  Czobor-Lupp,[under construction]
POSC,170.0,International Relations and World Politics,Spring 2020,"SOC, INS, QRE",2a,Tun  Myint,[under construction]
POSC,210.0,"Misinformation, Political Rumors, and Conspiracy Theories",Spring 2020,"SOC, IDS",2/3c,Christina E Farhart,[under construction]
POSC,213.0,Psychology of Mass Political Behavior,Spring 2020,"SOC, WRC, QRE",4a,Melanie  Freeze,[under construction]
POSC,221.0,Latin American Politics,Spring 2020,"SOC, INS",3a,Eric S Mosinger,[under construction]
POSC,230.0,Methods of Political Research,Spring 2020,"SOC, WRC, QRE",1/2c,Greg Marfleet,[under construction]
POSC,231.0,American Foreign Policy,Spring 2020,"SOC, INS",4/5c,Greg Marfleet,[under construction]
POSC,232.0,Chinese Foreign Policy,Spring 2020,"INS, SOC",3a,Kent  Freeze,[under construction]
POSC,260.0,The Political Philosophy of Jean-Jacques Rousseau,Spring 2020,HUM,4/5c,Laurence D Cooper,[under construction]
POSC,275.0,"Black Radical Political Thought, 1919-1969",Spring 2020,"SOC, WRC, IDS",2/3c,Charisse E Burden-Stelly,[under construction]
POSC,302.0,Subordinated Politics and Intergroup Relations*,Spring 2020,"SOC, IDS",4/5c,Christina E Farhart,[under construction]
POSC,314.0,Constitutional Convention 2020,Spring 2020,SOC,2/3c,Kimberly K Smith,[under construction]
POSC,324.0,Rebels and Risk Takers: Women and War in the Middle East*,Spring 2020,"SOC, INS",5a,Summer N Forester,[under construction]
POSC,348.0,"Strangers, Foreigners and Exiles*",Spring 2020,"SOC, INS",2/3c,Mihaela  Czobor-Lupp,[under construction]
POSC,350.0,The Political Philosophy of Jean-Jacques Rousseau*,Spring 2020,HUM,4/5c,Laurence D Cooper,[under construction]
POSC,400.01,Integrative Exercise,Spring 2020,,Unable to determine class period,Christina E Farhart,[under construction]
POSC,400.05,Integrative Exercise,Spring 2020,,Unable to determine class period,Tun  Myint,[under construction]
POSC,400.08,Integrative Exercise,Spring 2020,,Unable to determine class period,Laurence D Cooper,[under construction]
POSC,400.11,Integrative Exercise,Spring 2020,,Unable to determine class period,Dev Gupta,[under construction]
POSC,400.12,Integrative Exercise,Spring 2020,,Unable to determine class period,Greg Marfleet,[under construction]
POSC,400.13,Integrative Exercise,Spring 2020,,Unable to determine class period,Mihaela  Czobor-Lupp,[under construction]
POSC,400.14,Integrative Exercise,Spring 2020,,Unable to determine class period,Kent  Freeze,[under construction]
POSC,400.15,Integrative Exercise,Spring 2020,,Unable to determine class period,Melanie  Freeze,[under construction]
PSYC,100.0,The Psychology of Creativity,Fall 2019,"A&I, WRC",2a,Gisel Flores-Montoya,[under construction]
PSYC,110.01,Principles of Psychology,Fall 2019,SOC,1a,"Julie J Neiworth', 'Gisel Flores-Montoya",[under construction]
PSYC,110.02,Principles of Psychology,Fall 2019,SOC,3a,Lawrence  Wichlinski,[under construction]
PSYC,232.0,Cognitive Processes,Fall 2019,"WRC, LAB",2a,Kathleen M Galotti,[under construction]
PSYC,233.01,Laboratory Research Methods in Cognitive Processes,Fall 2019,LAB,Unable to determine class period,Kathleen M Galotti,[under construction]
PSYC,233.02,Laboratory Research Methods in Cognitive Processes,Fall 2019,LAB,Unable to determine class period,Kathleen M Galotti,[under construction]
PSYC,238.0,Memory Processes,Fall 2019,SOC,3a,Mija M Van Der Wege,[under construction]
PSYC,248.0,Cross-Cultural Psychology,Fall 2019,"SOC, INS",5a,Sharon A Akimoto,[under construction]
PSYC,251.0,Lifespan Development,Fall 2019,SOC,1a,Emily A Hazlett,[under construction]
PSYC,267.0,Clinical Neuroscience,Fall 2019,,5a,Lawrence  Wichlinski,[under construction]
PSYC,354.0,Counseling Psychology,Fall 2019,SOC,2/3c,Steven F Kozberg,[under construction]
PSYC,367.0,Neuropsychology of Aging,Fall 2019,SOC,4/5c,Julie J Neiworth,[under construction]
PSYC,399.01,Capstone Seminar,Fall 2019,,1/2c,Sarah H Meerts,[under construction]
PSYC,399.02,Capstone Seminar,Fall 2019,,1/2c,Julia F Strand,[under construction]
PSYC,399.03,Capstone Seminar,Fall 2019,,1/2c,Ken Abrams,[under construction]
PSYC,110.0,Principles of Psychology,Winter 2020,SOC,3a,Julia F Strand,[under construction]
PSYC,200.0,Measurement and Data Analysis in Psychology,Winter 2020,"FSR, QRE",2a,Mija M Van Der Wege,[under construction]
PSYC,201.01,Measurement and Data Analysis Lab,Winter 2020,QRE,1/2c,Mija M Van Der Wege,[under construction]
PSYC,201.02,Measurement and Data Analysis Lab,Winter 2020,QRE,2/3c,Mija M Van Der Wege,[under construction]
PSYC,210.0,Psychology of Learning and Memory,Winter 2020,"WRC, QRE, LAB",1a,Julie J Neiworth,[under construction]
PSYC,211.01,Laboratory Research Methods in Learning and Memory,Winter 2020,"QRE, LAB, WRC",2/3c,Julie J Neiworth,[under construction]
PSYC,211.02,Laboratory Research Methods in Learning and Memory,Winter 2020,"QRE, LAB, WRC",4/5c,Julie J Neiworth,[under construction]
PSYC,211.03,Laboratory Research Methods in Learning and Memory,Winter 2020,"QRE, LAB, WRC",5/6c,Julie J Neiworth,[under construction]
PSYC,254.0,Psychopathology,Winter 2020,SOC,4/5c,Ken Abrams,[under construction]
PSYC,256.0,Social Behavior and Interpersonal Processes,Winter 2020,LAB,1a,Neil S Lutsky,[under construction]
PSYC,257.01,Laboratory Research Methods in Social Behavior and Interpersonal Processes,Winter 2020,"LAB, QRE",Unable to determine class period,Neil S Lutsky,[under construction]
PSYC,257.02,Laboratory Research Methods in Social Behavior and Interpersonal Processes,Winter 2020,"LAB, QRE",Unable to determine class period,Neil S Lutsky,[under construction]
PSYC,263.0,Sleep and Dreaming,Winter 2020,SOC,5a,Lawrence  Wichlinski,[under construction]
PSYC,318.0,Psychopharmacology,Winter 2020,SOC,4a,Lawrence  Wichlinski,[under construction]
PSYC,384.0,Psychology of Prejudice,Winter 2020,"SOC, IDS",2/3c,Sharon A Akimoto,[under construction]
PSYC,400.01,Integrative Exercise,Winter 2020,,Unable to determine class period,Ken Abrams,[under construction]
PSYC,400.02,Integrative Exercise,Winter 2020,,Unable to determine class period,Sharon A Akimoto,[under construction]
PSYC,400.03,Integrative Exercise,Winter 2020,,Unable to determine class period,Steven F Kozberg,[under construction]
PSYC,400.04,Integrative Exercise,Winter 2020,,Unable to determine class period,Neil S Lutsky,[under construction]
PSYC,400.05,Integrative Exercise,Winter 2020,,Unable to determine class period,Sarah H Meerts,[under construction]
PSYC,400.06,Integrative Exercise,Winter 2020,,Unable to determine class period,Julia F Strand,[under construction]
PSYC,400.08,Integrative Exercise,Winter 2020,,Unable to determine class period,Mija M Van Der Wege,[under construction]
PSYC,400.09,Integrative Exercise,Winter 2020,,Unable to determine class period,Lawrence  Wichlinski,[under construction]
PSYC,400.1,Integrative Exercise,Winter 2020,,Unable to determine class period,Julie J Neiworth,[under construction]
PSYC,400.12,Integrative Exercise,Winter 2020,,Unable to determine class period,Kathleen M Galotti,[under construction]
PSYC,400.13,Integrative Exercise,Winter 2020,,Unable to determine class period,Gisel Flores-Montoya,[under construction]
PSYC,110.01,Principles of Psychology,Spring 2020,SOC,3a,"Sharon A Akimoto', 'Mija M Van Der Wege",[under construction]
PSYC,110.02,Principles of Psychology,Spring 2020,SOC,5a,Neil S Lutsky,[under construction]
PSYC,218.0,"Hormones, Brain, and Behavior",Spring 2020,"WRC, QRE",2/3c,Sarah H Meerts,[under construction]
PSYC,220.0,Sensation and Perception,Spring 2020,LAB,2a,Julia F Strand,[under construction]
PSYC,221.01,Laboratory Research Methods in Sensation and Perception,Spring 2020,"LAB, QRE, WRC",Unable to determine class period,Julia F Strand,[under construction]
PSYC,221.02,Laboratory Research Methods in Sensation and Perception,Spring 2020,"LAB, QRE, WRC",Unable to determine class period,Julia F Strand,[under construction]
PSYC,260.0,Health Psychology,Spring 2020,"LAB, QRE",4a,Gisel Flores-Montoya,[under construction]
PSYC,261.01,Health Psychology Lab,Spring 2020,"QRE, LAB",Unable to determine class period,Gisel Flores-Montoya,[under construction]
PSYC,261.02,Health Psychology Lab,Spring 2020,"QRE, LAB",Unable to determine class period,Gisel Flores-Montoya,[under construction]
PSYC,365.0,Science and Pseudoscience in Psychology,Spring 2020,SOC,4/5c,Ken Abrams,[under construction]
PSYC,373.0,Topics in Professional Psychology,Spring 2020,SOC,2/3c,Steven F Kozberg,[under construction]
PSYC,375.0,Language and Deception,Spring 2020,"SOC, QRE",4/5c,Mija M Van Der Wege,[under construction]
PSYC,382.0,Topics in Social and Personality: Endings,Spring 2020,SOC,1/2c,Neil S Lutsky,[under construction]
RELG,100.01,American Pilgrimages,Fall 2019,"A&I, WRC, IDS",4/5c,Michael D McNally,[under construction]
RELG,100.02,"Illness, Medicine, and Magic",Fall 2019,"A&I, WRC, INS",2a,Sonja G Anderson,[under construction]
RELG,110.0,Understanding Religion,Fall 2019,"HUM, WRC, IDS",5a,Sonja G Anderson,[under construction]
RELG,210.0,The Arts of Islam,Fall 2019,"HUM, WRC, INS",3a,Ahoo  Najafian,[under construction]
RELG,225.0,Losing My Religion,Fall 2019,"HUM, WRC, IDS",4a,Lori K Pearson,[under construction]
RELG,249.0,Religion and American Public Life,Fall 2019,"HUM, WRC, IDS",2/3c,Michael D McNally,[under construction]
RELG,282.0,Samurai: Ethics of Death and Loyalty,Fall 2019,"HUM, WRC, INS",2a,Asuka  Sango,[under construction]
RELG,359.07,Buddhist Studies India Program: Buddhist Meditation Traditions,Fall 2019,,Unable to determine class period,Arthur P McKeown,[under construction]
RELG,110.0,Understanding Religion,Winter 2020,"HUM, WRC, IDS",4/5c,Asuka  Sango,[under construction]
RELG,110.02,Understanding Religion,Winter 2020,"HUM, WRC, IDS",4/5c,Tanzeen R Doha,[under construction]
RELG,122.0,Introduction to Islam,Winter 2020,"HUM, INS, WRC",4a,Ahoo  Najafian,[under construction]
RELG,140.0,Religion and American Culture,Winter 2020,"HUM, WRC, IDS",2a,Michael D McNally,[under construction]
RELG,211.0,"Race and Religion: Slavery, Colonialism, and their Afterlives",Winter 2020,"HUM, WRC, INS",3a,Tanzeen R Doha,[under construction]
RELG,236.0,History of Antisemitism,Winter 2020,"HUM, WRC, IDS",4/5c,Daniel M Picus,[under construction]
RELG,300.0,Theories and Methods in the Study of Religion,Winter 2020,HUM,2/3c,Lori K Pearson,[under construction]
RELG,322.0,Apocalypse How?,Winter 2020,"HUM, WRC, IDS",4a,Sonja G Anderson,[under construction]
RELG,399.0,Senior Research Seminar,Winter 2020,HUM,2/3c,Asuka  Sango,[under construction]
RELG,400.0,Integrative Exercise,Winter 2020,,Unable to determine class period,Asuka  Sango,[under construction]
RELG,110.0,Understanding Religion,Spring 2020,"HUM, WRC, IDS",4a,Kristin C Bloomer,[under construction]
RELG,121.0,Introduction to Christianity,Spring 2020,"HUM, WRC, INS",3a,Sonja G Anderson,[under construction]
RELG,153.0,Introduction to Buddhism,Spring 2020,"HUM, INS, WRC",4/5c,Asuka  Sango,[under construction]
RELG,161.0,The Jewish Bible,Spring 2020,"HUM, WRC, INS",2a,Daniel M Picus,[under construction]
RELG,231.0,From Luther to Kierkegaard,Spring 2020,"HUM, WRC",4a,Lori K Pearson,[under construction]
RELG,234.0,"Angels, Demons, and Evil",Spring 2020,"HUM, WRC, INS",5a,Sonja G Anderson,[under construction]
