Department,Course Number,Course Name,Term,Liberal Arts Requirements,Class Period,Professor,Description
BIOL,125.59,"Genes, Evolution, and Development and Lab",Winter 2020,"QRE, LAB",3a,"Stephan G Zweifel', 'Matt Rand', 'Sarah  Deel","Emphasizes the role of genetic information in biological systems. Under this theme, we cover subjects from the molecular to the population levels of organization. Topics include the nature of inheritance and life cycles, structure/function of DNA, gene expression and regulation, the changing genetic makeup of species as they evolve, and the development of individual organisms from zygotes."
BIOL,126.52,Energy Flow in Biological Systems and Lab,Winter 2020,"LAB, QRE",4a,"Mike Nishizaki', 'Raka M Mitra', 'David  Hougen-Eitzman","Follow the pathways through which energy and matter are acquired, stored, and utilized within cells, organisms, and ecosystems. The focus moves among the different levels of organization from protein function to nutrient movement through ecosystems."
BIOL,126.53,Energy Flow in Biological Systems and Lab,Winter 2020,"LAB, QRE",4a,"Raka M Mitra', 'Mike Nishizaki","Follow the pathways through which energy and matter are acquired, stored, and utilized within cells, organisms, and ecosystems. The focus moves among the different levels of organization from protein function to nutrient movement through ecosystems."
BIOL,126.54,Energy Flow in Biological Systems and Lab,Winter 2020,"LAB, QRE",4a,"Raka M Mitra', 'Mike Nishizaki', 'David  Hougen-Eitzman","Follow the pathways through which energy and matter are acquired, stored, and utilized within cells, organisms, and ecosystems. The focus moves among the different levels of organization from protein function to nutrient movement through ecosystems."
BIOL,210.0,Global Change Biology,Winter 2020,QRE,2/3c,John L Berini,"Environmental problems are caused by a complex mix of physical, biological, social, economic, political, and technological factors. This course explores how these environmental problems affect life on Earth by examining the biological processes underlying natural ecological systems and the effects of global environmental changes such as resources consumption and overharvesting, land-use change, climate warming, pollution, extinction and biodiversity loss, and invasive species."
BIOL,240.0,Genetics,Winter 2020,QRE,3a,Jennifer M Wolff,"A study of the transmission of genetic information between generations of organisms, and of the mechanism of expression of information within an individual organism. The main emphasis will be on the physical and chemical basis of heredity; mutational, transmissional and functional analysis of the genetic material, and gene expression. "
BIOL,241.0,Genetics Laboratory,Winter 2020,,Unable to determine class period,Jennifer M Wolff, Biology 125 and 126 or instructor permission and concurrent registration in Biology 240
BIOL,248.0,Behavioral Ecology,Winter 2020,QRE,4a,Annie Bosacker, Biology 125 and 126
BIOL,310.0,Immunology,Winter 2020,QRE,2a,Debby R Walser-Kuntz, Biology 125 and 126 and either Biology 240 or 280
BIOL,332.0,Human Physiology,Winter 2020,QRE,3a,Fernan Jaramillo,"Human Physiology seeks to understand the fundamental mechanisms responsible for the diverse functions of the body. Course topics include the function and regulation of the various physiological systems (nervous, circulatory, endocrine, excretory, respiratory, digestive, etc.), biochemistry, cellular physiology, homeostasis and acid-base chemistry. The study of human physiology provides the principal groundwork for internal medicine, pharmacology, and other related health fields. The laboratory includes a variety of experiments focusing on the function and regulation of the human body."
BIOL,333.01,Human Physiology Laboratory,Winter 2020,,Unable to determine class period,Fernan Jaramillo, Concurrent registration in Biology 332; Biology 125 and 126
BIOL,333.02,Human Physiology Laboratory,Winter 2020,,Unable to determine class period,Fernan Jaramillo, Concurrent registration in Biology 332; Biology 125 and 126
BIOL,355.0,Seminar: The Plant-Animal Interface,Winter 2020,,3a,John L Berini,"The primary objective of this seminar is to gain a better understanding of “the plant-animal interface,” with a specific focus on the interactions between plants and vertebrate herbivores. Topics covered include 1) the range of influences that the abiotic environment has on plants as a source of energy and nutrition for vertebrates; 2) how animals respond to heterogeneity in the plant communities with a specific focus on plant chemistry (i.e., nutritional indices and defensive chemistry); and 3) how heterogeneity in plant chemistry influences animal demographics and overall biological diversity. "
BIOL,368.0,Seminar: Developmental Neurobiology,Winter 2020,QRE,4a,Eric D Hoopfer,"An examination of the cellular and molecular mechanisms underlying development of the nervous system. We will survey recent studies of a variety of model organisms to explore key steps in neuronal development including neural induction, patterning, specification of neuronal identity, axonal guidance, synapse formation, cell death and regeneration. "
BIOL,372.0,Seminar: Structural Biology,Winter 2020,QRE,2/3c,Rou-Jia  Sung,"The ability to visualize macromolecules at atomic detail has significantly advanced our understanding of macromolecular structure and function. This course will provide an overview of fundamental experimental methodologies underlying structure determination, followed by primary literature-based discussions in which students will present and critically discuss classic foundational papers as well as examples from the current literature that have advanced our understanding of macromolecule structure and function."
BIOL,399.0,Critical Reading and Analysis of Primary Literature,Winter 2020,,Unable to determine class period,Jennifer M Wolff," Biology 125, 126 and 3-upper-level Biology courses and concurrent registration in Biology 400"
BIOL,399.01,Critical Reading and Analysis of Primary Literature,Winter 2020,,Unable to determine class period,David  Hougen-Eitzman," Biology 125, 126 and 3-upper-level Biology courses and concurrent registration in Biology 400"
BIOL,399.02,Critical Reading and Analysis of Primary Literature,Winter 2020,,Unable to determine class period,Debby R Walser-Kuntz," Biology 125, 126 and 3-upper-level Biology courses and concurrent registration in Biology 400"
BIOL,399.03,Critical Reading and Analysis of Primary Literature,Winter 2020,,Unable to determine class period,Fernan Jaramillo," Biology 125, 126 and 3-upper-level Biology courses and concurrent registration in Biology 400"
BIOL,399.04,Critical Reading and Analysis of Primary Literature,Winter 2020,,Unable to determine class period,Jennifer M Wolff," Biology 125, 126 and 3-upper-level Biology courses and concurrent registration in Biology 400"
